protein_id,node_id
264972,1659
264990,1660
264995,1661
265000,1662
265007,1663
265016,1664
265018,1665
265022,1666
265026,1667
265029,1668
265036,1669
265052,1670
265056,1671
265062,1672
265070,1673
265071,1674
265073,1675
265074,1676
265080,1677
265087,1678
265094,1679
265097,1680
265104,1681
265113,1682
265131,1683
265132,1684
265140,1685
265148,1686
265162,1687
265164,1688
265165,1689
265174,1690
265191,1691
265195,1692
265245,1693
265276,1694
265295,1695
265310,1696
265316,1697
265322,1698
265340,1699
265343,1700
265351,1701
265354,1702
265362,1703
265371,1704
265372,1705
265382,1706
265388,1707
265395,1708
265404,1709
265421,1710
265431,1711
265433,1712
265440,1713
265462,1714
265465,1715
265560,1716
265562,1717
265563,1718
265564,1719
265593,1720
265594,1721
265598,1722
265605,1723
265627,1724
265634,1725
265641,1726
265643,1727
265689,1728
265708,1729
265709,1730
265713,1731
265720,1732
265723,1733
265729,1734
265732,1735
265748,1736
265753,1737
265806,1738
265807,1739
265857,1740
265872,1741
265896,1742
265963,1743
265965,1744
265967,1745
265969,1746
265970,1747
265978,1748
265983,1749
265986,1750
266000,1751
266014,1752
266022,1753
266041,1754
266069,1755
266070,1756
266079,1757
266087,1758
266088,1759
266126,1760
266254,1761
266269,1762
266383,1763
266395,1764
266483,1765
266503,1766
266542,1767
266544,1768
266551,1769
266556,1770
266557,1771
266560,1772
266646,1773
266671,1774
266673,1775
266674,1776
266679,1777
266712,1778
266718,1779
266732,1780
266736,1781
266744,1782
266970,1783
266987,1784
267085,1785
267101,1786
267103,1787
267116,1788
267119,1789
267163,1790
267205,1791
267377,1792
267406,1793
267436,1794
267484,1795
267569,1796
267584,1797
267594,1798
267615,1799
267622,1800
267750,1801
267803,1802
267807,1803
267814,1804
267838,1805
267842,1806
267843,1807
267845,1808
267859,1809
267890,1810
267935,1811
268053,1812
268057,1813
268058,1814
268099,1815
268122,1816
268125,1817
268129,1818
268150,1819
268154,1820
268164,1821
268182,1822
268261,1823
268379,1824
268383,1825
268389,1826
268459,1827
268482,1828
268603,1829
268613,1830
268638,1831
268655,1832
268661,1833
268676,1834
268679,1835
268695,1836
268699,1837
268712,1838
268717,1839
268719,1840
268797,1841
268802,1842
268835,1843
268919,1844
268933,1845
268989,1846
269025,1847
269053,1848
269081,1849
269141,1850
269143,1851
269159,1852
269195,1853
269202,1854
269209,1855
269214,1856
269221,1857
269228,1858
269298,1859
269305,1860
269383,1861
269385,1862
269389,1863
269392,1864
269394,1865
269397,1866
269445,1867
269466,1868
269489,1869
269571,1870
269576,1871
269582,1872
269593,1873
269701,1874
269703,1875
269848,1876
269881,1877
269886,1878
269919,1879
269980,1880
270077,1881
270139,1882
270142,1883
270162,1884
270172,1885
270223,1886
270225,1887
270233,1888
270310,1889
270349,1890
270357,1891
270458,1892
270502,1893
270517,1894
270570,1895
270586,1896
270642,1897
270776,1898
270792,1899
270861,1900
270879,1901
271064,1902
271227,1903
271234,1904
271308,1905
271373,1906
271375,1907
271417,1908
271450,1909
271469,1910
271526,1911
271532,1912
271555,1913
271620,1914
271628,1915
271636,1916
271638,1917
271640,1918
271688,1919
271715,1920
271764,1921
271835,1922
271857,1923
271889,1924
271971,1925
272067,1926
272091,1927
272134,1928
272190,1929
272203,1930
272217,1931
272238,1932
272252,1933
272286,1934
272317,1935
272321,1936
272324,1937
272342,1938
272369,1939
272371,1940
272418,1941
272425,1942
272430,1943
272462,1944
272542,1945
272602,1946
272638,1947
272645,1948
272647,1949
272771,1950
272847,1951
272902,1952
272928,1953
273047,1954
273130,1955
273179,1956
273183,1957
273258,1958
273261,1959
273283,1960
273308,1961
273353,1962
273375,1963
273390,1964
273395,1965
273450,1966
273480,1967
273541,1968
273550,1969
273668,1970
273784,1971
273814,1972
273859,1973
273920,1974
273936,1975
273963,1976
273968,1977
273986,1978
274000,1979
274008,1980
274024,1981
274031,1982
274054,1983
274140,1984
274276,1985
274278,1986
274289,1987
274311,1988
274341,1989
274353,1990
274361,1991
274364,1992
274368,1993
274376,1994
274457,1995
274458,1996
274496,1997
274507,1998
274532,1999
274545,2000
274547,2001
274565,2002
274605,2003
274606,2004
274721,2005
274764,2006
274773,2007
274787,2008
274963,2009
275015,2010
275034,2011
275072,2012
275216,2013
275233,2014
275300,2015
275364,2016
275428,2017
275517,2018
275525,2019
275603,2020
275732,2021
275815,2022
275820,2023
276052,2024
276062,2025
276079,2026
276201,2027
276297,2028
276390,2029
276414,2030
276416,2031
276431,2032
276440,2033
276533,2034
276569,2035
276585,2036
276590,2037
276659,2038
276689,2039
276708,2040
276925,2041
277010,2042
277120,2043
277458,2044
277526,2045
277570,2046
277865,2047
277895,2048
277903,2049
278070,2050
278193,2051
278198,2052
278200,2053
278222,2054
278243,2055
278282,2056
278319,2057
278379,2058
278407,2059
278422,2060
278426,2061
278505,2062
278550,2063
278568,2064
278572,2065
278616,2066
278742,2067
278823,2068
278826,2069
278833,2070
278840,2071
278855,2072
278888,2073
278903,2074
278935,2075
278979,2076
279022,2077
279027,2078
279058,2079
279068,2080
279146,2081
279206,2082
279242,2083
279263,2084
279387,2085
279392,2086
279488,2087
279873,2088
279907,2089
280020,2090
280097,2091
280098,2092
280154,2093
280187,2094
280190,2095
280191,2096
280258,2097
280358,2098
280377,2099
280527,2100
280551,2101
280557,2102
280571,2103
280665,2104
280701,2105
280886,2106
280904,2107
280979,2108
281030,2109
281031,2110
281038,2111
281092,2112
281141,2113
281142,2114
281154,2115
281156,2116
281182,2117
281187,2118
281243,2119
281282,2120
281419,2121
281437,2122
281456,2123
281513,2124
281589,2125
281631,2126
281701,2127
281772,2128
281821,2129
281828,2130
281830,2131
281834,2132
281923,2133
281938,2134
281950,2135
282003,2136
282032,2137
282058,2138
282074,2139
282141,2140
282146,2141
282272,2142
282276,2143
282326,2144
282344,2145
282356,2146
282388,2147
282397,2148
282412,2149
282486,2150
282516,2151
282561,2152
282588,2153
282605,2154
282633,2155
282728,2156
282753,2157
282841,2158
282878,2159
282903,2160
283027,2161
283109,2162
283131,2163
283147,2164
283148,2165
283195,2166
283228,2167
283243,2168
283249,2169
283254,2170
283285,2171
283290,2172
283351,2173
283357,2174
283415,2175
283474,2176
283646,2177
283713,2178
283752,2179
283871,2180
283875,2181
283882,2182
283921,2183
283928,2184
283937,2185
284073,2186
284154,2187
284202,2188
284240,2189
284273,2190
284274,2191
284292,2192
284311,2193
284320,2194
284382,2195
284440,2196
284486,2197
284509,2198
284551,2199
284601,2200
284629,2201
284637,2202
284669,2203
284674,2204
284690,2205
284719,2206
284767,2207
284878,2208
284885,2209
284981,2210
284984,2211
284987,2212
284995,2213
285018,2214
285021,2215
285039,2216
285071,2217
285093,2218
285116,2219
285208,2220
285238,2221
285379,2222
285381,2223
285398,2224
285402,2225
285419,2226
285420,2227
285518,2228
285667,2229
285670,2230
285697,2231
285735,2232
285737,2233
285814,2234
285873,2235
285879,2236
285930,2237
286031,2238
286063,2239
286070,2240
286186,2241
286201,2242
286234,2243
286301,2244
286307,2245
286355,2246
286364,2247
286371,2248
286398,2249
286428,2250
286479,2251
286523,2252
286548,2253
286614,2254
286628,2255
286639,2256
286648,2257
286688,2258
286692,2259
286713,2260
286732,2261
286733,2262
286758,2263
286760,2264
286788,2265
286794,2266
286808,2267
286827,2268
286835,2269
286918,2270
287078,2271
287097,2272
287152,2273
287156,2274
287169,2275
287202,2276
287218,2277
287295,2278
287322,2279
287380,2280
287387,2281
287394,2282
287437,2283
287461,2284
287474,2285
287482,2286
287590,2287
287600,2288
287641,2289
287647,2290
287652,2291
287667,2292
287675,2293
287727,2294
287777,2295
287820,2296
287842,2297
287844,2298
287859,2299
287878,2300
287907,2301
287916,2302
287934,2303
287936,2304
287996,2305
288014,2306
288022,2307
288050,2308
288065,2309
288078,2310
288135,2311
288167,2312
288177,2313
288207,2314
288235,2315
288266,2316
288368,2317
288670,2318
288699,2319
288774,2320
288828,2321
288912,2322
288937,2323
288955,2324
289081,2325
289104,2326
289119,2327
289248,2328
289316,2329
289359,2330
289371,2331
289382,2332
289388,2333
289416,2334
289429,2335
289473,2336
289528,2337
289547,2338
289575,2339
289619,2340
289707,2341
289746,2342
289753,2343
289788,2344
289902,2345
289921,2346
289968,2347
290015,2348
290122,2349
290130,2350
290158,2351
290200,2352
290208,2353
290216,2354
290271,2355
290294,2356
290295,2357
290299,2358
290310,2359
290341,2360
290354,2361
290363,2362
290378,2363
290399,2364
290401,2365
290418,2366
290524,2367
290573,2368
290583,2369
290650,2370
290663,2371
290705,2372
290866,2373
290871,2374
290881,2375
290913,2376
290921,2377
290949,2378
290974,2379
291009,2380
291041,2381
291232,2382
291295,2383
291386,2384
291458,2385
291526,2386
291527,2387
291536,2388
291539,2389
291552,2390
291554,2391
291560,2392
291565,2393
291568,2394
291574,2395
291634,2396
291688,2397
291700,2398
291759,2399
291842,2400
291906,2401
292035,2402
292079,2403
292114,2404
292125,2405
292140,2406
292147,2407
292169,2408
292174,2409
292180,2410
292314,2411
292330,2412
292363,2413
292401,2414
292408,2415
292427,2416
292430,2417
292431,2418
292432,2419
292450,2420
292475,2421
292478,2422
292539,2423
292566,2424
292574,2425
292579,2426
292586,2427
292616,2428
292672,2429
292823,2430
292879,2431
292896,2432
293217,2433
293230,2434
293255,2435
293288,2436
293303,2437
293328,2438
293330,2439
293350,2440
293362,2441
293373,2442
293379,2443
293441,2444
293599,2445
293662,2446
293670,2447
293695,2448
293745,2449
293756,2450
293760,2451
293761,2452
293771,2453
293777,2454
293778,2455
293825,2456
293829,2457
293831,2458
293872,2459
293879,2460
293883,2461
294008,2462
294016,2463
294053,2464
294064,2465
294168,2466
294244,2467
294304,2468
294309,2469
294312,2470
294339,2471
294353,2472
294360,2473
294413,2474
294435,2475
294489,2476
294507,2477
294618,2478
294664,2479
294702,2480
294728,2481
294740,2482
294742,2483
294785,2484
294952,2485
294964,2486
294973,2487
295006,2488
295030,2489
295050,2490
295055,2491
295057,2492
