protein_id,group
9606.ENSP00000312403,Receptor
9606.ENSP00000497444,Receptor
9606.ENSP00000493162,Receptor
9606.ENSP00000360538,Receptor
9606.ENSP00000240618,Receptor
9606.ENSP00000419692,Receptor
9606.ENSP00000359793,Receptor
9606.ENSP00000249389,Receptor
9606.ENSP00000297107,Receptor
9606.ENSP00000367125,Receptor
9606.ENSP00000496870,Receptor
9606.ENSP00000307449,Receptor
9606.ENSP00000406197,Receptor
9606.ENSP00000303325,Receptor
9606.ENSP00000244623,Receptor
9606.ENSP00000265643,Receptor
9606.ENSP00000218316,Receptor
9606.ENSP00000309968,Receptor
9606.ENSP00000364404,Receptor
9606.ENSP00000377061,Receptor
9606.ENSP00000313110,Receptor
9606.ENSP00000360973,Receptor
9606.ENSP00000380247,Receptor
9606.ENSP00000344996,Receptor
9606.ENSP00000289753,Receptor
9606.ENSP00000420267,Receptor
9606.ENSP00000257068,Receptor
9606.ENSP00000368683,Receptor
9606.ENSP00000371000,Receptor
9606.ENSP00000442626,Receptor
9606.ENSP00000492957,Receptor
9606.ENSP00000498321,Receptor
9606.ENSP00000343782,Receptor
9606.ENSP00000493401,Receptor
9606.ENSP00000492902,Receptor
9606.ENSP00000339435,Receptor
9606.ENSP00000260197,Receptor
9606.ENSP00000420443,Receptor
9606.ENSP00000380321,Receptor
9606.ENSP00000306844,Receptor
9606.ENSP00000266068,Receptor
9606.ENSP00000324534,Receptor
9606.ENSP00000403660,Receptor
9606.ENSP00000293441,Receptor
9606.ENSP00000292524,Receptor
9606.ENSP00000366248,Receptor
9606.ENSP00000266551,Receptor
9606.ENSP00000262178,Receptor
9606.ENSP00000324532,Receptor
9606.ENSP00000298440,Receptor
9606.ENSP00000364210,Receptor
9606.ENSP00000369960,Receptor
9606.ENSP00000261837,Receptor
9606.ENSP00000282486,Receptor
9606.ENSP00000357679,Receptor
9606.ENSP00000308689,Receptor
9606.ENSP00000335025,Receptor
9606.ENSP00000379365,Receptor
9606.ENSP00000363089,Receptor
9606.ENSP00000332963,Receptor
9606.ENSP00000325128,Receptor
9606.ENSP00000494254,Receptor
9606.ENSP00000367930,Receptor
9606.ENSP00000492944,Receptor
9606.ENSP00000233154,Receptor
9606.ENSP00000334456,Receptor
9606.ENSP00000475344,Receptor
9606.ENSP00000276198,Receptor
9606.ENSP00000296694,Receptor
9606.ENSP00000355114,Receptor
9606.ENSP00000298892,Receptor
9606.ENSP00000264634,Receptor
9606.ENSP00000364150,Receptor
9606.ENSP00000456782,Receptor
9606.ENSP00000327959,Receptor
9606.ENSP00000357906,Receptor
9606.ENSP00000246532,Receptor
9606.ENSP00000262726,Receptor
9606.ENSP00000299727,Receptor
9606.ENSP00000337946,Receptor
9606.ENSP00000260010,Receptor
9606.ENSP00000310405,Receptor
9606.ENSP00000356024,Receptor
9606.ENSP00000312367,Receptor
9606.ENSP00000444425,Receptor
9606.ENSP00000307734,Receptor
9606.ENSP00000414516,Receptor
9606.ENSP00000339191,Receptor
9606.ENSP00000386660,Receptor
9606.ENSP00000296142,Receptor
9606.ENSP00000348069,Receptor
9606.ENSP00000327599,Receptor
9606.ENSP00000261652,Receptor
9606.ENSP00000310406,Receptor
9606.ENSP00000264039,Receptor
9606.ENSP00000493338,Receptor
9606.ENSP00000415078,Receptor
9606.ENSP00000301904,Receptor
9606.ENSP00000265441,Receptor
9606.ENSP00000241041,Receptor
9606.ENSP00000297146,Receptor
9606.ENSP00000462647,Receptor
9606.ENSP00000310632,Receptor
9606.ENSP00000493096,Receptor
9606.ENSP00000272847,Receptor
9606.ENSP00000298832,Receptor
9606.ENSP00000366340,Receptor
9606.ENSP00000375778,Receptor
9606.ENSP00000362195,Receptor
9606.ENSP00000369017,Receptor
9606.ENSP00000293662,Receptor
9606.ENSP00000356331,Receptor
9606.ENSP00000493272,Receptor
9606.ENSP00000356713,Receptor
9606.ENSP00000384053,Receptor
9606.ENSP00000438677,Receptor
9606.ENSP00000272641,Receptor
9606.ENSP00000347591,Receptor
9606.ENSP00000369198,Receptor
9606.ENSP00000349884,Receptor
9606.ENSP00000352288,Receptor
9606.ENSP00000222399,Receptor
9606.ENSP00000389072,Receptor
9606.ENSP00000217260,Receptor
9606.ENSP00000343701,Receptor
9606.ENSP00000463051,Receptor
9606.ENSP00000478993,Receptor
9606.ENSP00000358310,Receptor
9606.ENSP00000219169,Receptor
9606.ENSP00000498258,Receptor
9606.ENSP00000368678,Receptor
9606.ENSP00000388823,Receptor
9606.ENSP00000493024,Receptor
9606.ENSP00000253796,Receptor
9606.ENSP00000298854,Receptor
9606.ENSP00000368766,Receptor
9606.ENSP00000321338,Receptor
9606.ENSP00000341581,Receptor
9606.ENSP00000305469,Receptor
9606.ENSP00000222573,Receptor
9606.ENSP00000386180,Receptor
9606.ENSP00000342356,Receptor
9606.ENSP00000219596,Receptor
9606.ENSP00000357051,Receptor
9606.ENSP00000434516,Receptor
9606.ENSP00000493148,Receptor
9606.ENSP00000284311,Receptor
9606.ENSP00000317144,Receptor
9606.ENSP00000267102,Receptor
9606.ENSP00000302079,Receptor
9606.ENSP00000422464,Receptor
9606.ENSP00000493137,Receptor
9606.ENSP00000493342,Receptor
9606.ENSP00000432279,Receptor
9606.ENSP00000435648,Receptor
9606.ENSP00000317817,Receptor
9606.ENSP00000359464,Receptor
9606.ENSP00000228918,Receptor
9606.ENSP00000424040,Receptor
9606.ENSP00000323928,Receptor
9606.ENSP00000310773,Receptor
9606.ENSP00000321447,Receptor
9606.ENSP00000312082,Receptor
9606.ENSP00000290974,Receptor
9606.ENSP00000433102,Receptor
9606.ENSP00000473159,Receptor
9606.ENSP00000370034,Receptor
9606.ENSP00000492958,Receptor
9606.ENSP00000379496,Receptor
9606.ENSP00000258400,Receptor
9606.ENSP00000296140,Receptor
9606.ENSP00000361112,Receptor
9606.ENSP00000470813,Receptor
9606.ENSP00000296266,Receptor
9606.ENSP00000341206,Receptor
9606.ENSP00000365529,Receptor
9606.ENSP00000297258,Receptor
9606.ENSP00000331823,Receptor
9606.ENSP00000369744,Receptor
9606.ENSP00000361900,Receptor
9606.ENSP00000302569,Receptor
9606.ENSP00000314992,Receptor
9606.ENSP00000395704,Receptor
9606.ENSP00000369816,Receptor
9606.ENSP00000363911,Receptor
9606.ENSP00000314324,Receptor
9606.ENSP00000269593,Receptor
9606.ENSP00000493316,Receptor
9606.ENSP00000381876,Receptor
9606.ENSP00000326432,Receptor
9606.ENSP00000359765,Receptor
9606.ENSP00000267549,Receptor
9606.ENSP00000356906,Receptor
9606.ENSP00000307831,Receptor
